N,P,K,temperature,humidity,ph,rainfall,soil_type
127.8,37.5,73.3,19.6,79.9,6.04,4487.2,Forest Loam
31.1,19.0,54.4,29.8,84.5,5.85,3170.7,Laterite
62.3,6.7,62.3,27.3,81.1,5.1,2887.5,Laterite
38.6,10.3,61.2,30.6,82.2,4.9,3880.8,Laterite
97.4,40.5,102.3,20.6,76.0,5.88,4463.5,Forest Loam
152.6,19.8,50.0,32.4,91.1,4.48,3746.8,Peaty
60.3,26.0,46.4,33.9,80.1,5.2,3279.7,Brown Hydromorphic
57.5,19.5,90.7,29.5,70.2,5.16,3335.6,Laterite
56.1,49.2,84.1,28.2,68.9,6.39,1732.0,Loamy
123.6,49.1,49.5,29.8,84.4,7.07,2368.8,Riverine Alluvial
97.7,57.2,96.9,30.8,78.7,6.68,2590.3,Riverine Alluvial
64.5,37.8,74.3,29.9,58.5,7.68,988.3,Black Cotton
57.3,44.0,101.1,25.1,81.6,6.16,2415.0,Red Loam
103.5,53.7,77.4,26.0,73.3,5.93,4398.3,Forest Loam
136.1,38.4,112.9,23.0,86.3,5.46,4100.0,Forest Loam
50.4,20.9,71.3,26.9,83.0,5.8,3254.9,Laterite
45.3,16.8,78.9,28.1,86.1,5.22,3759.4,Laterite
85.7,64.1,75.0,27.6,73.3,6.41,3026.5,Riverine Alluvial
63.9,16.2,77.5,26.7,77.4,5.35,2704.1,Laterite
109.1,55.7,111.3,21.3,80.4,6.62,3006.7,Forest Loam
55.0,21.2,71.0,31.5,81.7,5.1,3307.5,Laterite
83.3,19.6,89.4,31.4,73.5,6.45,2570.5,Red Loam
119.1,69.2,73.4,24.7,78.8,7.08,2826.9,Riverine Alluvial
91.5,56.9,86.9,20.2,90.7,5.84,4039.3,Forest Loam
64.1,17.2,74.9,31.0,83.4,6.13,1647.0,Red Loam
44.9,33.0,92.9,29.6,79.2,6.18,2816.0,Red Loam
113.7,46.7,126.3,30.6,77.5,6.96,3011.1,Riverine Alluvial
105.1,47.3,85.5,26.4,74.6,6.86,2542.1,Riverine Alluvial
35.0,10.9,87.4,32.5,86.8,5.74,2200.9,Laterite
60.1,4.5,76.4,28.8,87.4,5.69,2777.4,Laterite
56.3,9.7,51.4,30.8,82.6,5.45,3167.3,Laterite
21.6,33.4,37.6,31.2,59.0,7.02,987.4,Sandy
87.0,58.3,96.0,32.3,82.7,7.17,2401.9,Riverine Alluvial
82.5,32.0,60.4,31.4,53.9,7.88,1531.8,Black Cotton
99.5,25.0,51.6,30.8,86.3,4.34,2924.4,Brown Hydromorphic
41.8,29.3,58.2,30.3,88.0,7.35,1815.0,Coastal Alluvial
67.5,16.2,76.6,25.8,89.3,5.51,3539.7,Laterite
61.2,37.9,90.4,31.0,78.0,6.53,2246.8,Red Loam
42.5,39.4,55.5,31.2,86.7,8.52,1517.9,Coastal Alluvial
75.4,26.9,48.1,31.8,66.6,7.64,1461.0,Black Cotton
128.3,31.5,50.0,32.1,84.8,3.93,2900.9,Peaty
29.2,19.7,84.5,33.1,80.2,5.53,3669.3,Laterite
51.1,39.9,83.6,30.3,82.0,7.83,1986.9,Coastal Alluvial
93.3,35.6,58.1,26.0,89.7,4.46,3276.7,Brown Hydromorphic
111.3,41.8,105.0,18.7,87.8,5.25,4042.5,Forest Loam
116.3,37.9,119.5,29.1,82.4,6.44,2654.1,Riverine Alluvial
71.4,24.6,63.9,30.0,83.9,6.45,2549.0,Red Loam
126.5,29.6,82.2,20.9,76.6,5.4,3758.5,Forest Loam
95.4,64.8,60.0,27.8,77.1,6.8,3176.7,Riverine Alluvial
53.6,25.3,64.2,32.5,88.7,7.7,2059.6,Coastal Alluvial
54.1,17.0,59.0,29.2,72.7,6.38,2711.8,Red Loam
73.3,35.2,87.4,29.2,74.9,6.33,2492.7,Red Loam
127.8,50.5,94.8,23.3,80.5,5.75,3504.8,Forest Loam
77.1,38.7,70.4,31.1,93.1,4.93,3099.6,Brown Hydromorphic
87.5,42.6,83.4,31.8,78.6,7.22,3320.5,Riverine Alluvial
115.5,48.3,103.5,18.8,85.1,5.44,3779.6,Forest Loam
52.0,42.3,85.3,25.5,76.2,6.15,2742.2,Red Loam
81.8,52.5,43.9,29.1,88.4,4.57,4046.5,Brown Hydromorphic
70.3,21.1,60.0,25.6,85.6,4.46,3163.7,Brown Hydromorphic
42.4,16.2,64.8,26.8,78.8,5.57,2616.2,Laterite
82.4,40.2,64.6,31.3,63.2,7.9,1236.8,Black Cotton
69.3,44.2,62.6,30.7,88.8,5.36,3337.7,Brown Hydromorphic
45.4,37.5,64.8,27.3,84.8,5.04,3027.1,Brown Hydromorphic
57.8,17.9,56.3,30.1,80.0,5.71,3575.6,Laterite
58.6,47.4,36.0,33.3,53.8,7.76,1101.2,Black Cotton
54.3,39.3,51.2,30.2,87.3,4.92,3164.2,Brown Hydromorphic
62.0,10.8,51.4,34.7,86.0,5.35,3246.1,Laterite
138.7,66.0,90.4,15.5,84.9,5.97,3437.8,Forest Loam
108.2,39.4,96.8,21.6,85.1,5.46,3627.4,Forest Loam
85.8,56.5,114.1,22.4,79.8,6.9,2086.3,Clayey
99.5,70.6,86.6,30.2,76.8,6.42,2627.6,Riverine Alluvial
61.2,7.9,84.8,28.2,71.7,4.86,3030.4,Laterite
91.4,55.0,53.4,29.6,85.0,5.07,3492.0,Brown Hydromorphic
84.3,38.9,75.8,23.3,72.6,6.76,1047.3,Loamy
77.4,31.8,57.6,30.1,91.3,4.75,3042.1,Brown Hydromorphic
72.5,39.8,49.5,27.1,74.5,7.28,3233.4,Riverine Alluvial
46.0,33.2,62.5,28.6,85.3,4.83,3318.0,Brown Hydromorphic
26.3,37.2,57.3,35.2,86.1,7.73,1878.6,Coastal Alluvial
66.5,24.3,69.1,29.8,69.2,8.25,1569.2,Black Cotton
86.7,57.6,102.4,20.4,80.3,5.19,4309.2,Forest Loam
25.4,25.1,31.6,32.3,52.3,6.99,873.3,Sandy
83.0,45.9,100.7,28.2,84.8,6.41,3077.0,Riverine Alluvial
64.1,34.9,59.0,30.1,95.2,5.47,3850.2,Brown Hydromorphic
63.3,25.0,64.4,31.1,91.4,4.04,3168.0,Brown Hydromorphic
57.7,7.3,79.1,29.5,75.0,5.5,4061.1,Laterite
40.5,36.3,80.9,25.9,62.7,7.1,1720.4,Black Cotton
43.6,22.0,63.5,28.7,81.8,5.1,3124.3,Laterite
65.8,55.3,54.9,28.6,75.8,6.72,3179.4,Riverine Alluvial
58.1,46.4,89.0,28.1,80.8,6.49,3295.8,Riverine Alluvial
100.4,42.1,106.9,26.1,76.4,6.4,2979.7,Riverine Alluvial
133.1,37.2,30.7,34.0,91.2,4.23,3131.7,Peaty
74.6,69.9,81.7,27.1,83.6,7.08,2852.5,Riverine Alluvial
50.1,25.3,100.3,28.5,73.7,6.11,2613.0,Red Loam
66.6,37.2,41.6,29.5,87.6,4.91,3409.2,Brown Hydromorphic
53.3,40.9,49.9,29.5,82.4,5.27,3243.3,Brown Hydromorphic
63.3,32.7,87.8,26.1,75.7,5.65,1914.9,Red Loam
65.2,30.9,52.9,32.4,65.3,7.91,1445.7,Black Cotton
51.4,12.5,67.3,25.7,86.7,4.99,2667.5,Laterite
132.9,22.1,50.5,31.3,89.0,3.91,2902.2,Peaty
36.0,40.3,102.8,29.9,75.9,6.21,2265.5,Red Loam
89.2,34.7,56.0,32.3,90.5,4.25,3678.9,Brown Hydromorphic
59.7,33.7,74.7,24.0,71.7,5.94,2516.2,Red Loam
29.2,31.3,41.2,32.9,60.8,6.42,1085.9,Sandy
79.3,28.2,51.1,30.4,73.3,6.12,2436.1,Red Loam
50.0,21.0,108.8,25.9,78.7,6.1,3063.4,Red Loam
49.5,20.0,71.2,27.8,76.1,5.11,3027.6,Laterite
63.9,33.3,64.0,26.4,74.3,6.79,2401.1,Red Loam
135.3,40.3,32.2,28.8,89.7,4.5,2668.7,Peaty
90.4,14.3,63.5,28.6,79.5,6.1,2327.6,Red Loam
77.7,13.5,90.6,29.4,75.0,5.75,3186.3,Red Loam
73.8,21.4,89.6,33.0,85.5,6.52,2954.8,Red Loam
96.1,44.1,53.4,30.2,92.8,4.77,3070.1,Brown Hydromorphic
57.1,17.5,87.9,33.6,79.8,5.8,4022.0,Laterite
58.1,35.4,64.5,32.5,91.6,4.52,2895.4,Brown Hydromorphic
62.7,33.9,88.1,27.7,81.9,6.09,2511.7,Red Loam
73.5,36.7,59.6,30.5,56.1,7.59,1051.5,Black Cotton
36.2,22.9,38.3,29.1,48.1,6.13,1250.3,Sandy
85.0,52.3,115.9,26.7,89.4,6.84,3321.5,Riverine Alluvial
61.5,17.2,81.4,31.8,78.4,5.09,3676.6,Laterite
58.3,34.4,63.8,34.3,85.7,7.65,2707.4,Coastal Alluvial
69.8,11.7,74.8,29.0,74.6,5.85,3616.2,Laterite
27.9,21.5,64.7,27.8,83.8,7.26,1802.8,Coastal Alluvial
72.1,27.8,68.8,31.4,88.1,5.75,2928.4,Red Loam
70.7,42.7,59.6,30.9,82.3,6.94,2224.5,Riverine Alluvial
96.3,57.6,114.4,24.9,86.5,6.24,3319.9,Forest Loam
56.7,32.9,102.4,30.4,83.1,7.59,2313.3,Clayey
51.6,20.7,57.2,28.9,92.8,5.95,3165.0,Laterite
76.2,39.7,53.9,35.3,61.9,7.66,1143.9,Black Cotton
90.5,35.2,65.1,30.2,85.7,4.83,3427.0,Brown Hydromorphic
84.9,29.9,85.5,28.0,81.1,5.96,2574.5,Red Loam
62.9,28.4,45.0,29.7,72.0,6.1,2120.9,Red Loam
146.7,26.4,52.4,31.2,93.7,4.44,3128.4,Peaty
87.7,55.9,62.5,29.9,79.8,6.77,2596.2,Riverine Alluvial
49.7,26.2,75.9,28.6,73.4,5.69,2747.9,Red Loam
78.4,50.3,89.8,26.1,75.3,7.64,2132.1,Clayey
49.3,55.0,64.0,29.7,82.0,7.67,2169.9,Coastal Alluvial
67.2,29.3,69.3,28.0,69.2,7.86,1912.3,Black Cotton
42.3,39.4,63.6,32.5,60.8,8.75,1658.6,Black Cotton
72.7,67.6,99.0,27.4,77.7,7.51,2960.3,Riverine Alluvial
49.2,14.4,89.8,30.7,82.1,5.96,3331.1,Laterite
46.6,8.1,73.2,29.4,80.0,4.96,4146.8,Laterite
82.1,40.0,65.0,28.4,91.4,4.9,3098.7,Brown Hydromorphic
49.0,18.0,40.8,31.6,80.4,7.51,1850.4,Coastal Alluvial
71.0,42.8,68.3,28.5,68.4,6.69,2364.7,Loamy
50.7,18.8,100.2,25.3,80.5,5.79,2251.3,Red Loam
74.3,40.8,54.8,27.4,87.0,5.36,2776.5,Brown Hydromorphic
165.5,31.2,36.2,32.1,100.0,4.22,3085.9,Peaty
69.0,28.8,73.0,31.1,80.0,6.19,2216.4,Red Loam
92.8,57.9,123.2,24.4,88.1,6.89,1852.9,Riverine Alluvial
31.2,47.6,69.1,29.9,88.5,7.56,1850.7,Coastal Alluvial
65.1,40.7,84.3,33.0,77.3,5.83,2687.9,Red Loam
74.3,57.7,65.8,35.7,72.8,8.22,1812.3,Black Cotton
45.8,33.6,34.0,31.8,88.8,7.49,2399.4,Coastal Alluvial
78.6,31.4,99.2,32.7,80.0,5.92,2517.4,Red Loam
71.8,9.2,59.5,28.5,79.4,5.35,3581.1,Laterite
147.5,19.1,49.4,29.0,95.9,4.87,2539.8,Peaty
51.2,21.3,80.1,29.2,72.0,5.68,3257.1,Laterite
46.0,27.6,88.0,30.2,62.6,6.33,2974.1,Red Loam
134.5,26.3,49.2,27.8,93.9,4.44,2975.9,Peaty
59.3,22.3,54.9,23.9,79.7,5.34,2886.4,Laterite
47.7,19.1,39.3,29.1,43.8,6.44,1032.7,Sandy
75.7,44.9,86.5,17.6,87.8,6.0,4184.2,Forest Loam
88.5,49.8,64.2,28.3,73.4,6.28,1051.8,Loamy
83.4,33.5,58.3,28.5,89.2,4.38,3317.4,Brown Hydromorphic
161.9,42.4,81.1,25.9,82.8,5.89,3056.6,Forest Loam
48.4,22.1,82.2,30.9,73.2,6.34,2871.6,Red Loam
47.4,16.7,71.3,28.5,75.8,5.24,3823.2,Laterite
63.4,15.6,95.2,31.3,86.3,5.08,2870.3,Laterite
128.3,44.4,81.6,15.3,76.1,5.72,4505.0,Forest Loam
68.3,44.8,84.2,23.6,69.2,6.99,2071.9,Clayey
110.1,43.9,110.9,18.3,86.9,5.98,4171.6,Forest Loam
138.4,37.2,62.0,28.3,86.0,3.95,3124.4,Peaty
46.0,36.4,57.8,34.2,92.2,7.81,1736.4,Coastal Alluvial
45.0,31.9,58.9,29.2,90.6,4.6,2528.5,Brown Hydromorphic
65.4,35.9,77.8,26.3,81.3,6.18,3180.5,Red Loam
60.3,47.4,60.6,28.1,80.9,4.86,3141.9,Brown Hydromorphic
39.0,39.8,70.2,37.8,81.7,7.59,1578.2,Coastal Alluvial
52.6,42.8,68.3,31.3,67.7,7.3,1422.6,Black Cotton
80.4,66.8,100.8,30.1,79.7,7.37,2951.6,Riverine Alluvial
57.9,18.3,45.9,29.8,78.9,5.09,4105.3,Laterite
72.2,6.5,54.0,31.1,85.8,5.4,3408.7,Laterite
120.0,57.5,95.8,22.6,94.6,5.64,4460.9,Forest Loam
34.5,33.4,40.3,33.3,80.6,7.71,2078.7,Coastal Alluvial
73.7,51.6,120.5,18.6,83.1,5.56,4020.0,Forest Loam
80.0,32.1,117.4,32.0,74.2,6.25,3002.7,Red Loam
40.8,10.8,50.4,28.0,85.3,5.1,3350.2,Laterite
53.7,17.8,68.7,34.1,89.2,5.1,4214.1,Laterite
43.3,35.8,68.1,35.8,86.8,7.3,1972.0,Coastal Alluvial
59.5,27.4,56.6,26.2,80.1,7.78,2167.8,Coastal Alluvial
140.6,40.6,123.2,17.9,83.6,5.85,4112.2,Forest Loam
110.5,42.3,92.3,20.2,90.4,5.58,4116.3,Forest Loam
92.3,39.7,80.4,27.5,80.6,7.03,3061.0,Riverine Alluvial
146.5,51.6,98.4,14.5,83.7,5.5,3638.7,Forest Loam
85.0,27.8,55.9,30.4,85.4,4.81,3280.3,Brown Hydromorphic
73.2,17.6,82.5,27.0,71.5,4.79,3401.6,Laterite
83.4,54.7,81.1,28.9,77.4,6.34,2893.4,Riverine Alluvial
62.1,16.7,47.0,26.2,82.8,4.94,3221.7,Laterite
29.4,25.7,42.7,31.8,48.3,6.71,1191.5,Sandy
112.2,57.4,95.8,27.6,73.5,6.3,3715.0,Riverine Alluvial
69.8,25.1,56.0,28.7,86.0,5.03,3418.4,Laterite
52.8,24.6,54.1,30.5,79.5,6.01,3467.3,Laterite
70.6,39.1,47.4,30.8,90.1,4.66,2768.1,Brown Hydromorphic
38.6,14.5,80.7,26.9,77.3,5.32,3420.7,Laterite
127.3,71.5,83.1,18.8,84.6,5.76,4367.0,Forest Loam
28.4,33.1,73.1,36.0,81.5,7.7,1904.8,Coastal Alluvial
74.6,53.6,83.4,28.5,73.0,7.21,1953.1,Clayey
93.5,38.0,47.7,28.5,96.4,4.31,2879.3,Brown Hydromorphic
101.3,59.3,103.9,17.5,84.2,6.39,3469.4,Forest Loam
67.8,17.6,92.3,25.1,76.0,5.78,3029.9,Red Loam
80.8,50.6,58.4,26.3,67.4,8.19,1129.7,Black Cotton
135.1,22.8,52.9,28.6,93.8,4.73,2437.3,Peaty
47.6,11.0,67.3,31.1,74.3,5.0,3335.6,Laterite
123.2,29.8,112.0,20.6,74.4,6.14,3486.9,Forest Loam
56.2,34.3,80.8,25.8,83.4,5.81,2526.5,Red Loam
59.7,56.6,67.6,27.2,67.8,6.53,1668.3,Loamy
45.6,27.3,26.8,27.1,53.7,7.13,1383.2,Sandy
45.6,7.3,86.8,23.0,90.8,5.39,2990.7,Laterite
61.7,20.7,72.2,26.3,63.5,5.89,2600.3,Red Loam
39.8,37.3,27.7,30.4,85.8,7.65,2086.4,Coastal Alluvial
123.4,48.7,83.9,18.0,87.0,5.96,4022.4,Forest Loam
61.7,18.0,51.3,30.2,92.7,3.98,3196.3,Brown Hydromorphic
65.0,21.5,41.7,30.4,85.3,5.97,4198.3,Laterite
57.0,33.7,66.9,37.6,51.0,6.9,1711.2,Black Cotton
88.4,43.7,97.3,27.5,74.1,6.95,2882.7,Riverine Alluvial
70.5,17.7,74.6,31.1,82.6,6.31,2439.5,Red Loam
53.2,30.1,59.0,33.6,84.6,7.43,2168.3,Coastal Alluvial
59.0,16.6,54.9,22.8,81.8,5.62,3147.4,Laterite
139.4,37.1,42.6,30.5,98.6,5.1,2679.8,Peaty
30.5,9.6,98.5,28.9,76.7,5.26,3434.5,Laterite
87.6,47.5,117.8,30.3,86.7,7.39,2919.6,Riverine Alluvial
110.2,48.4,76.1,25.6,78.2,6.89,2539.7,Riverine Alluvial
89.2,45.8,108.3,29.8,71.4,7.23,2562.5,Riverine Alluvial
105.0,54.5,121.3,23.5,86.8,5.76,3558.2,Forest Loam
49.9,14.6,39.0,34.2,60.2,6.41,1296.7,Sandy
87.3,29.2,60.2,26.0,83.9,6.91,1959.5,Clayey
142.8,25.7,26.4,32.6,94.1,4.89,2619.2,Peaty
85.4,31.2,78.8,32.6,62.9,8.68,1619.3,Black Cotton
68.3,41.5,55.4,27.2,81.6,5.22,3100.1,Brown Hydromorphic
48.5,22.4,62.9,32.6,78.7,6.1,2743.3,Red Loam
48.1,12.0,82.1,28.8,86.3,5.19,2657.8,Laterite
136.7,33.6,47.9,29.8,94.6,4.12,2889.5,Peaty
72.3,38.2,37.4,26.5,96.9,4.96,2871.4,Brown Hydromorphic
109.7,34.0,96.9,22.4,83.2,6.1,3514.2,Forest Loam
50.7,20.1,54.4,29.9,85.6,4.58,3201.1,Laterite
122.0,23.6,57.3,31.2,91.5,3.68,3219.1,Peaty
91.2,44.8,88.8,27.8,76.2,7.27,2758.9,Clayey
42.8,11.4,33.2,35.3,59.8,7.43,1348.9,Sandy
87.1,34.3,60.1,25.1,65.8,8.12,1326.7,Black Cotton
52.9,49.2,64.0,37.6,68.7,7.53,1249.1,Black Cotton
113.1,56.1,100.7,23.2,81.2,6.11,3964.8,Forest Loam
63.1,43.8,29.1,28.6,86.3,5.16,2944.6,Brown Hydromorphic
88.0,39.3,49.6,27.7,85.9,4.46,3013.8,Brown Hydromorphic
77.0,51.1,52.9,27.1,89.4,4.96,3106.7,Brown Hydromorphic
92.1,74.6,77.1,24.3,85.9,7.0,2753.8,Riverine Alluvial
86.8,51.6,100.5,25.5,85.0,6.55,2554.9,Riverine Alluvial
58.5,38.8,77.5,33.3,72.3,6.3,3248.8,Red Loam
50.2,25.6,45.8,33.0,84.9,8.11,1951.4,Coastal Alluvial
73.4,19.2,78.9,31.7,83.9,5.88,2686.4,Red Loam
68.9,27.7,92.8,28.1,77.5,6.31,2458.8,Red Loam
64.6,24.2,77.5,25.1,78.0,6.22,2092.7,Red Loam
83.9,32.8,54.5,33.3,81.5,4.77,2767.4,Brown Hydromorphic
73.4,50.3,93.0,30.7,65.7,6.51,1665.7,Loamy
90.6,40.3,65.4,28.9,82.7,4.73,3314.8,Brown Hydromorphic
70.8,26.5,92.0,28.9,72.0,6.39,3015.6,Red Loam
127.0,38.2,91.0,22.7,87.6,5.85,3489.0,Forest Loam
34.4,31.9,34.1,30.6,50.1,6.33,1381.4,Sandy
80.9,30.6,62.6,33.8,70.3,7.96,1573.9,Black Cotton
83.8,71.8,99.0,26.9,75.4,7.32,3574.9,Riverine Alluvial
80.8,28.0,47.1,30.4,93.3,4.16,3036.2,Brown Hydromorphic
96.7,30.4,69.3,32.1,89.5,4.4,2338.6,Brown Hydromorphic
48.9,47.1,62.1,24.7,63.5,7.79,1234.8,Black Cotton
102.8,43.8,112.8,15.6,86.0,6.24,4130.8,Forest Loam
66.4,26.7,82.1,26.9,71.6,6.1,2318.4,Red Loam
55.3,23.9,41.6,32.3,87.7,4.95,2683.1,Laterite
76.4,38.9,103.6,28.2,85.2,7.79,2625.7,Clayey
51.6,13.8,69.8,29.7,81.9,5.41,3520.3,Laterite
90.7,64.4,59.6,27.0,83.5,7.06,2978.7,Riverine Alluvial
92.8,46.2,75.7,26.5,78.8,6.19,1746.8,Loamy
117.4,42.7,78.6,22.2,84.1,5.91,4225.8,Forest Loam
57.3,23.4,73.9,34.3,66.5,5.17,3876.3,Laterite
59.5,21.0,55.2,29.0,84.3,4.97,3778.0,Laterite
148.1,22.5,43.3,32.4,94.1,4.44,3189.4,Peaty
54.0,56.8,93.5,31.9,87.2,6.91,3182.3,Riverine Alluvial
156.8,17.0,41.8,28.4,91.7,3.78,2725.6,Peaty
69.0,28.7,49.6,29.5,85.9,5.11,3421.3,Brown Hydromorphic
114.8,31.7,40.2,32.5,91.7,4.32,2720.8,Peaty
63.1,18.5,56.7,28.9,78.4,5.3,3062.6,Laterite
87.9,69.7,70.3,32.7,73.4,6.89,2555.3,Riverine Alluvial
29.5,38.8,50.4,28.8,81.2,7.62,2705.9,Coastal Alluvial
77.7,49.6,105.0,33.5,69.4,7.18,2373.7,Clayey
41.5,23.3,58.4,30.2,85.6,4.97,2262.0,Laterite
37.5,16.7,60.9,30.4,77.8,5.21,2965.2,Laterite
73.2,37.7,46.3,27.1,98.0,4.8,3179.0,Brown Hydromorphic
50.7,25.8,60.8,27.8,81.9,8.44,2205.9,Coastal Alluvial
106.7,27.5,48.8,30.9,93.6,4.05,3209.9,Peaty
36.0,30.2,53.0,33.5,67.1,6.21,3096.0,Red Loam
73.0,36.5,60.0,25.5,74.9,6.38,2363.3,Red Loam
60.8,10.4,84.2,29.8,88.2,5.17,3836.4,Laterite
39.7,15.3,94.9,30.6,78.8,5.76,3712.4,Laterite
94.0,50.9,69.1,27.0,77.1,7.2,3230.5,Riverine Alluvial
76.6,32.2,44.1,29.7,92.4,3.99,3491.2,Brown Hydromorphic
53.2,16.3,74.1,28.5,80.0,4.95,3248.2,Laterite
62.4,42.1,83.2,29.9,72.0,7.05,2475.6,Clayey
120.0,75.2,92.5,28.3,75.8,6.83,2829.7,Riverine Alluvial
73.2,28.6,47.5,28.3,74.2,5.91,2635.4,Red Loam
50.5,21.2,41.5,31.7,47.8,7.1,1192.5,Sandy
40.8,22.3,80.9,25.7,84.0,5.07,3124.1,Laterite
69.6,21.9,86.4,30.7,71.3,6.19,2411.5,Red Loam
74.5,27.0,75.1,26.2,63.4,6.05,2282.5,Red Loam
34.6,11.9,63.4,33.8,83.9,5.07,3078.6,Laterite
35.4,40.7,50.5,28.9,86.8,7.51,2032.9,Coastal Alluvial
30.8,37.7,49.0,26.5,81.2,7.72,1818.0,Coastal Alluvial
49.9,35.8,36.0,35.8,56.8,7.43,1497.6,Black Cotton
66.8,60.2,65.6,29.2,72.4,6.5,2871.1,Riverine Alluvial
96.2,47.9,58.2,27.3,81.7,6.43,2821.2,Riverine Alluvial
90.9,44.6,49.5,29.1,77.4,6.78,2754.5,Riverine Alluvial
81.6,41.0,91.9,26.7,67.8,6.63,1807.2,Loamy
48.2,14.7,97.4,32.8,71.7,5.15,3027.6,Laterite
128.4,56.0,93.8,21.5,87.1,5.67,4554.9,Forest Loam
65.5,25.6,59.6,29.3,93.3,4.76,3638.7,Brown Hydromorphic
53.5,34.0,89.3,32.0,66.0,6.3,2421.9,Red Loam
68.1,55.8,69.0,29.8,59.1,7.67,1686.8,Black Cotton
75.3,46.1,77.7,28.8,77.7,7.25,2818.2,Clayey
28.7,20.8,73.0,27.6,78.6,5.45,3797.5,Laterite
29.2,5.2,68.8,30.4,82.4,5.65,3320.1,Laterite
129.9,13.5,61.8,30.1,98.1,4.16,2935.8,Peaty
66.4,46.4,77.5,23.0,79.6,6.72,1316.9,Clayey
51.2,18.6,66.8,30.3,86.7,4.91,2975.5,Laterite
76.5,36.7,73.0,25.5,86.9,4.84,3251.3,Brown Hydromorphic
70.6,16.2,78.8,31.4,73.1,5.64,2227.1,Red Loam
78.2,38.3,63.4,31.2,80.6,4.44,3050.5,Brown Hydromorphic
73.2,67.4,95.9,28.9,84.2,6.94,2697.1,Riverine Alluvial
74.5,35.0,72.3,31.3,52.2,7.79,1102.5,Black Cotton
143.4,41.3,48.5,29.0,91.6,4.12,3224.4,Peaty
71.6,46.1,68.9,36.2,61.7,7.49,1334.6,Black Cotton
59.1,26.3,101.5,28.6,71.3,5.94,2231.1,Red Loam
47.5,21.1,98.0,26.4,75.3,6.05,2848.2,Red Loam
108.6,45.5,94.9,18.9,81.3,6.02,4082.6,Forest Loam
54.5,28.4,86.1,28.7,79.6,5.77,2624.7,Red Loam
99.1,58.6,78.1,25.5,73.5,7.2,3192.5,Riverine Alluvial
39.5,41.6,44.3,26.4,86.1,7.79,1864.1,Coastal Alluvial
82.8,17.0,77.5,28.0,76.5,5.24,3042.7,Laterite
50.0,27.4,71.1,29.5,80.1,6.08,2680.5,Red Loam
74.5,36.8,50.6,30.3,87.3,4.76,2842.3,Brown Hydromorphic
27.9,34.6,44.4,30.2,87.7,7.44,2173.3,Coastal Alluvial
112.8,47.2,78.0,27.7,78.6,7.03,3406.2,Riverine Alluvial
59.7,25.5,67.1,30.3,79.2,5.48,3854.6,Laterite
45.2,19.9,55.0,25.9,82.3,4.97,3333.5,Laterite
58.8,28.6,87.7,25.1,75.2,6.99,1830.4,Loamy
38.5,39.4,81.6,32.0,84.6,7.27,2327.4,Coastal Alluvial
62.4,35.2,97.0,29.2,75.7,7.51,1610.5,Clayey
70.8,51.6,65.8,35.6,57.2,7.62,1317.9,Black Cotton
136.9,51.2,104.6,20.5,93.1,5.41,4101.0,Forest Loam
37.8,24.4,32.1,34.7,70.7,6.63,1025.9,Sandy
140.9,35.5,123.1,18.5,82.5,5.56,3907.4,Forest Loam
121.4,45.8,99.1,19.2,90.9,5.63,4623.9,Forest Loam
78.6,25.7,46.2,26.3,92.0,4.89,3443.7,Brown Hydromorphic
78.7,45.8,95.1,20.9,69.8,7.29,1820.0,Clayey
80.2,63.1,88.8,31.1,81.1,6.89,3040.2,Riverine Alluvial
148.5,34.5,43.0,31.3,91.8,4.4,3125.8,Peaty
66.7,33.5,72.3,26.8,67.7,6.38,1559.9,Loamy
51.3,16.1,67.2,26.3,75.3,5.63,2822.5,Laterite
60.2,34.3,31.6,33.3,94.1,4.79,3736.5,Brown Hydromorphic
127.4,50.4,120.4,22.3,83.8,5.91,4503.0,Forest Loam
54.0,50.4,52.7,29.7,82.5,6.82,3487.4,Riverine Alluvial
62.9,52.2,78.2,32.3,64.0,7.73,1701.0,Black Cotton
57.5,21.4,89.0,30.1,78.0,4.93,3801.4,Laterite
22.5,32.8,36.9,31.5,79.3,7.56,1947.9,Coastal Alluvial
109.9,69.5,99.4,25.8,83.3,6.69,3372.0,Riverine Alluvial
68.0,24.9,59.2,28.5,55.1,7.15,1228.3,Black Cotton
52.5,25.1,63.0,30.5,81.9,5.52,3157.9,Laterite
54.5,32.3,63.3,37.8,80.1,7.09,2430.1,Coastal Alluvial
28.2,14.1,96.0,25.5,87.6,4.91,2992.7,Laterite
67.3,27.2,59.9,26.2,87.3,5.65,2456.3,Red Loam
87.0,57.0,66.6,29.8,82.2,6.89,2910.3,Riverine Alluvial
50.9,26.0,101.3,31.1,83.6,6.48,2987.6,Red Loam
121.5,39.0,101.1,19.8,86.6,5.43,3416.2,Forest Loam
71.7,40.8,110.0,27.5,75.5,6.44,2015.4,Loamy
80.6,24.5,43.7,30.1,92.5,4.93,3026.7,Brown Hydromorphic
53.2,10.6,82.4,30.7,74.7,5.41,4004.8,Laterite
29.1,19.2,31.5,25.5,60.2,7.07,1106.6,Sandy
49.2,8.4,81.5,22.9,78.7,5.22,3441.7,Laterite
78.4,18.0,61.1,27.2,72.3,5.8,3434.4,Laterite
188.9,30.0,47.1,30.1,98.3,4.6,2537.1,Peaty
146.9,27.8,54.9,31.5,92.0,4.5,2379.3,Peaty
