N,P,K,temperature,humidity,ph,rainfall,crop
86.7,60.1,93.4,27.1,77.9,7.34,169.3,papaya
52.7,48.9,88.4,19.7,70.2,6.89,152.1,orange
75.5,45.1,29.1,21.6,64.9,6.41,107.9,wheat
71.3,39.3,90.9,24.5,62.5,6.14,94.0,orange
122.0,41.0,88.4,28.0,75.6,6.63,155.9,banana
56.3,50.9,72.3,15.8,66.9,6.61,127.3,apple
100.7,44.3,98.9,26.2,76.2,6.68,147.4,papaya
93.3,37.0,29.0,20.7,47.5,6.87,100.5,wheat
120.5,60.2,78.8,30.0,84.5,6.71,218.9,jute
90.9,43.1,47.1,32.9,74.2,6.36,89.9,maize
111.4,44.5,113.8,33.6,90.2,6.36,200.7,banana
124.8,66.9,72.6,34.2,59.7,6.74,87.5,cotton
85.9,55.3,49.3,21.8,72.1,6.98,84.5,maize
50.1,37.5,66.4,31.2,69.6,6.69,108.1,mango
73.4,32.0,59.1,32.0,53.3,6.79,143.4,mango
63.3,50.9,91.4,21.2,80.4,5.74,202.9,coffee
84.0,38.1,126.1,26.2,78.2,6.19,245.9,coconut
23.8,46.2,38.2,23.1,50.5,6.56,54.4,chickpea
82.9,77.0,79.0,29.7,79.3,5.61,258.4,rice
69.3,61.5,93.4,19.4,77.1,6.3,259.7,coffee
93.3,55.3,85.1,31.0,86.1,5.98,209.1,jute
34.5,44.4,40.7,25.6,69.1,6.88,85.3,blackgram
65.9,25.0,47.3,30.0,55.7,6.54,158.1,mango
99.4,54.2,57.5,25.3,75.9,6.48,77.0,maize
100.1,73.1,86.2,24.9,71.7,7.95,103.4,cotton
110.1,52.5,129.9,27.0,90.6,6.0,181.3,banana
90.3,45.0,95.8,22.5,69.6,5.12,200.6,coffee
40.1,70.5,43.0,19.1,61.3,6.38,84.9,kidneybeans
81.1,63.7,97.3,27.4,64.3,6.66,40.8,muskmelon
77.6,49.6,71.6,24.5,73.7,5.57,143.7,orange
47.7,49.7,89.9,37.1,58.3,6.8,57.9,grapes
69.0,40.7,73.7,26.4,60.6,6.67,76.0,grapes
78.1,54.0,95.3,30.2,62.8,6.85,54.3,watermelon
16.4,52.4,46.1,27.3,65.0,6.42,74.2,mungbean
62.7,41.5,110.5,28.9,81.6,6.5,229.7,coconut
67.2,27.0,122.2,25.4,82.3,5.93,239.7,coconut
50.6,40.5,90.9,28.5,67.4,6.99,96.5,grapes
102.9,53.2,47.6,27.7,61.1,6.44,85.0,maize
24.5,36.5,36.7,22.0,50.9,7.04,65.0,chickpea
21.2,21.3,27.2,28.2,55.7,7.18,63.0,mothbeans
114.0,49.1,39.5,24.8,74.0,6.9,94.2,maize
64.8,41.0,41.6,17.4,68.7,6.59,45.0,wheat
86.5,52.0,106.4,32.1,68.7,6.45,44.4,watermelon
80.5,44.6,93.1,20.3,73.1,5.74,193.7,coffee
47.2,35.1,69.7,19.2,61.6,6.32,115.6,apple
24.4,59.6,37.6,27.5,60.7,6.79,76.8,mungbean
133.7,55.9,47.2,28.5,87.5,5.86,238.3,rice
79.5,51.3,74.8,23.5,66.7,5.98,143.6,orange
18.8,36.2,31.7,18.8,40.1,6.77,48.2,lentil
88.7,39.8,79.4,23.8,66.2,6.53,147.1,orange
114.6,53.5,58.0,31.1,85.1,6.48,189.5,jute
62.3,41.5,84.6,26.9,58.0,6.11,99.3,pomegranate
25.1,49.0,38.4,14.1,40.4,6.91,66.1,lentil
43.3,47.7,29.5,34.0,64.8,6.36,96.1,blackgram
21.0,23.1,27.2,29.8,41.0,7.32,52.8,mothbeans
68.5,48.7,95.9,31.0,57.5,6.54,55.3,grapes
64.8,33.0,61.5,31.2,67.9,6.87,155.9,mango
74.5,45.4,88.3,29.8,49.3,6.65,87.5,grapes
114.8,55.2,87.6,28.7,79.4,6.88,193.0,banana
24.9,34.2,24.4,34.8,44.3,6.92,39.4,mothbeans
52.0,32.0,69.7,35.6,58.7,7.33,91.8,pomegranate
77.4,57.6,79.3,22.3,81.8,5.27,270.5,coffee
87.5,52.2,69.0,25.5,66.5,6.59,149.4,orange
73.9,39.6,85.6,34.8,59.8,7.59,66.5,grapes
102.5,69.5,69.0,22.5,84.8,5.9,197.0,rice
85.5,43.1,104.1,35.9,91.5,6.5,233.1,coconut
44.5,38.1,27.4,25.4,66.1,5.82,118.9,pigeonpeas
38.0,35.6,63.3,15.8,63.8,6.41,147.1,apple
86.8,53.1,60.6,27.1,77.3,7.04,110.2,orange
81.6,49.5,120.8,26.1,50.7,6.32,52.8,muskmelon
32.6,49.6,34.5,21.1,68.2,6.39,87.8,kidneybeans
119.3,58.6,54.4,33.0,81.2,6.59,226.1,jute
83.3,49.3,27.9,20.7,64.8,6.66,110.2,wheat
47.2,45.6,25.8,31.0,73.7,6.46,79.7,blackgram
62.1,52.5,75.6,26.1,78.7,6.31,148.1,orange
81.5,44.8,45.7,26.2,55.0,6.71,109.1,wheat
49.1,41.7,73.6,32.3,57.0,6.37,76.3,mango
83.6,57.4,114.0,33.1,79.7,6.56,170.4,papaya
87.8,35.1,67.1,24.1,67.0,6.83,76.9,maize
116.1,44.7,52.5,34.2,76.9,6.56,247.2,jute
71.2,47.2,71.5,28.4,55.4,6.63,81.1,pomegranate
111.2,60.2,60.0,36.1,78.8,6.46,235.1,jute
67.1,25.1,83.9,16.9,61.9,6.03,148.2,apple
120.2,67.9,77.4,31.9,55.4,7.59,94.1,cotton
86.5,54.3,72.4,20.0,70.0,6.54,174.9,orange
50.4,29.5,46.7,28.8,58.7,6.12,168.0,mango
61.4,33.9,119.8,29.9,86.9,6.63,161.3,coconut
83.2,54.5,79.9,26.5,68.4,6.08,170.4,orange
14.2,32.5,16.9,32.8,39.0,6.96,31.0,mothbeans
91.6,52.7,27.0,18.3,61.0,6.21,74.6,wheat
61.5,33.5,109.0,27.5,81.4,5.8,204.5,coconut
21.4,39.4,25.9,32.7,72.4,6.73,75.0,mungbean
57.2,51.9,105.7,17.3,79.8,5.08,232.1,coffee
86.5,51.7,96.6,33.3,66.0,6.77,60.0,watermelon
86.2,51.0,42.7,14.9,69.9,6.61,81.2,wheat
23.7,52.3,33.5,26.2,53.7,7.22,48.6,lentil
133.8,54.8,58.2,29.2,90.3,6.32,241.1,jute
85.3,54.3,93.5,28.9,42.8,6.98,103.7,cotton
62.0,29.2,54.1,29.4,63.2,7.32,84.0,pomegranate
52.6,48.0,79.5,11.7,63.8,6.65,142.3,apple
117.3,57.1,50.7,33.3,85.9,5.91,257.9,rice
60.9,38.3,65.2,32.3,55.2,5.88,59.4,pomegranate
50.5,55.4,108.7,28.1,59.4,6.78,49.8,watermelon
72.5,51.6,51.7,22.1,70.8,6.53,106.5,maize
30.2,66.2,50.4,18.7,63.7,6.26,92.5,kidneybeans
34.0,63.7,45.4,15.5,67.6,6.09,114.8,kidneybeans
24.6,48.3,30.5,20.9,73.9,6.72,60.6,mungbean
54.7,54.4,70.9,26.0,59.0,6.52,73.2,muskmelon
25.3,61.3,42.2,21.9,65.0,6.24,88.7,kidneybeans
92.7,43.2,34.0,15.2,71.6,7.37,77.6,wheat
26.5,40.6,38.2,22.1,40.9,6.78,61.3,lentil
27.8,49.5,39.6,23.2,56.4,6.63,66.9,chickpea
54.6,47.6,113.7,29.3,78.8,6.16,191.6,coconut
56.6,43.5,92.3,20.9,50.2,7.34,94.0,grapes
56.8,49.1,75.4,29.8,50.7,7.15,96.3,pomegranate
84.1,54.0,85.4,27.8,65.0,6.41,31.5,muskmelon
97.2,60.5,48.0,28.3,82.1,6.65,112.3,maize
66.1,32.2,65.3,35.1,51.8,6.45,89.8,pomegranate
89.5,47.9,75.8,25.8,54.6,6.68,64.1,muskmelon
80.1,48.0,43.4,15.3,66.2,6.62,90.8,wheat
83.8,48.7,76.6,25.6,63.6,5.8,120.0,orange
22.6,45.5,36.7,29.1,65.1,6.83,97.8,mungbean
32.1,34.3,32.5,21.8,58.0,7.01,82.3,chickpea
77.9,34.6,55.9,14.2,69.3,6.29,142.9,apple
86.2,48.0,36.6,22.2,66.2,6.56,86.9,wheat
64.2,28.9,79.1,34.8,54.4,7.37,114.3,pomegranate
57.0,42.3,57.9,14.8,67.3,6.51,157.8,apple
34.7,41.2,26.7,29.5,67.5,6.6,96.8,pigeonpeas
67.2,45.0,54.1,29.6,46.8,7.96,109.0,pomegranate
25.7,45.1,42.4,28.7,57.3,5.39,79.5,pigeonpeas
73.3,29.8,76.2,18.9,68.2,6.34,143.8,apple
115.4,36.0,52.9,29.3,88.4,6.39,209.1,rice
100.0,46.6,67.7,32.9,83.6,6.03,247.7,jute
120.2,62.4,86.6,27.3,61.7,6.32,78.7,cotton
55.8,39.9,97.0,29.3,83.7,6.48,214.0,coconut
99.7,60.9,72.6,29.2,62.3,7.22,107.6,cotton
20.0,53.5,30.9,14.7,55.9,6.56,34.3,lentil
102.2,38.2,50.0,19.2,63.1,6.45,75.0,maize
122.3,48.3,89.9,28.4,71.0,7.24,169.0,papaya
78.2,40.6,60.4,23.8,75.8,5.62,128.3,orange
95.0,60.6,88.5,27.6,56.6,6.66,82.4,cotton
89.0,37.3,129.7,25.5,78.7,6.79,153.5,banana
77.3,33.8,83.5,25.3,51.7,6.24,87.0,grapes
79.1,35.5,85.8,21.3,73.3,5.4,260.7,coffee
111.9,42.0,115.0,25.9,89.3,7.01,159.7,banana
55.3,42.0,62.9,12.3,75.1,6.15,161.8,apple
22.7,47.8,29.1,24.5,66.3,6.44,140.4,pigeonpeas
24.2,37.0,32.4,25.6,67.3,6.78,77.0,mungbean
72.6,58.3,68.6,32.8,62.1,6.69,114.4,pomegranate
100.5,48.5,61.4,24.5,69.4,7.06,99.5,maize
30.4,28.9,19.9,39.9,43.9,6.5,55.3,mothbeans
18.0,52.7,32.0,29.1,74.7,6.89,71.2,blackgram
61.1,45.0,103.2,21.8,72.2,5.64,191.0,coffee
63.2,40.8,118.9,18.8,75.6,5.76,213.2,coffee
83.3,44.3,28.7,23.1,59.4,6.47,68.3,wheat
127.3,43.9,98.1,34.8,53.7,7.47,69.6,cotton
64.6,36.8,86.9,29.9,48.9,6.48,131.7,mango
85.1,45.6,92.2,30.9,80.6,6.51,148.9,banana
87.8,39.3,71.7,18.6,57.9,6.28,129.2,orange
65.3,22.8,50.5,20.3,67.9,6.49,106.8,apple
115.6,52.1,132.0,29.8,73.9,6.45,206.6,papaya
72.9,45.0,106.8,22.5,83.5,5.84,224.1,coffee
66.5,32.4,146.2,32.4,92.5,6.11,224.5,coconut
31.0,53.0,30.2,23.7,57.2,7.23,48.9,lentil
61.4,30.5,68.9,27.1,53.8,6.57,111.5,pomegranate
72.7,55.0,45.5,21.8,77.4,6.41,95.7,maize
85.7,61.4,32.6,14.5,66.2,6.79,109.4,wheat
95.1,55.2,102.5,23.3,61.5,5.93,176.4,orange
85.9,62.9,101.0,32.0,78.6,6.23,75.5,watermelon
77.6,41.4,67.7,27.7,58.5,7.62,108.8,pomegranate
93.8,55.4,80.9,24.2,83.6,5.61,209.1,coffee
62.5,33.6,131.7,29.2,82.1,6.54,205.3,coconut
67.2,34.4,77.3,35.4,71.6,6.4,121.2,mango
79.0,40.8,48.7,32.0,43.9,6.83,80.3,pomegranate
27.5,62.2,37.2,30.0,57.6,6.09,90.5,blackgram
74.1,46.2,90.4,20.3,50.1,6.95,89.9,grapes
89.1,57.0,118.3,26.2,80.6,6.45,187.9,banana
40.7,33.5,54.0,31.3,52.1,6.19,178.5,mango
99.4,58.1,128.3,29.8,62.9,6.13,60.5,watermelon
52.7,43.7,75.4,30.1,50.2,6.82,92.9,grapes
90.9,55.4,70.8,31.5,82.2,6.55,194.4,rice
75.5,43.4,109.1,18.4,71.8,5.3,207.7,coffee
38.5,21.2,19.9,30.7,46.6,6.94,37.4,mothbeans
30.5,35.8,31.0,20.5,56.9,6.2,67.0,chickpea
94.0,57.5,76.1,25.1,75.3,6.0,167.2,papaya
75.8,44.2,80.5,28.3,57.0,6.42,49.9,muskmelon
55.5,60.9,34.3,15.2,60.5,6.73,94.8,wheat
59.2,45.9,53.1,34.9,65.4,6.82,73.5,mango
73.1,52.0,77.1,18.4,62.1,5.78,115.8,orange
106.1,60.3,76.5,31.4,56.2,6.76,73.9,cotton
31.7,47.8,32.5,31.3,74.3,7.48,107.6,blackgram
67.3,37.5,58.8,28.0,48.2,7.96,86.5,pomegranate
107.5,66.1,73.4,26.0,60.0,6.87,96.8,cotton
114.3,56.6,107.1,26.9,78.5,6.85,192.2,papaya
112.1,47.6,101.6,27.6,76.9,6.97,153.5,banana
102.9,50.5,71.2,32.6,88.1,6.62,204.7,jute
108.9,41.7,35.6,19.6,67.4,6.49,84.0,wheat
72.1,45.9,82.1,35.2,61.6,6.84,48.3,muskmelon
18.0,53.1,42.6,31.2,74.3,6.74,81.7,blackgram
48.0,34.9,117.6,26.3,89.1,6.37,203.2,coconut
61.3,35.9,110.1,30.7,88.0,6.19,135.0,coconut
102.9,57.1,59.9,27.1,88.0,6.3,218.2,rice
99.7,45.7,63.2,23.1,61.3,6.41,101.3,maize
83.4,68.3,46.0,27.9,65.6,6.31,101.5,maize
49.5,41.6,105.8,26.9,67.8,6.88,45.0,grapes
94.9,53.4,97.0,24.9,66.1,6.63,53.3,watermelon
106.0,64.6,93.5,26.1,59.4,7.25,103.2,cotton
61.8,31.9,59.0,36.3,59.4,6.65,182.9,mango
76.9,56.5,74.6,29.9,55.0,6.39,75.4,muskmelon
58.1,42.1,70.5,34.4,43.6,6.9,118.7,pomegranate
114.2,41.4,117.1,25.5,79.2,6.94,164.7,banana
102.8,56.6,45.5,22.2,66.2,6.75,70.2,wheat
105.9,63.0,67.7,29.3,49.8,6.81,73.8,cotton
64.4,43.9,39.0,15.4,71.2,7.09,86.3,wheat
81.1,58.4,112.3,20.8,92.4,5.26,257.6,coffee
34.1,32.2,35.5,17.8,59.0,6.58,58.2,lentil
109.4,61.2,49.1,26.4,71.5,6.86,118.4,maize
106.2,54.1,52.1,25.7,91.1,6.7,244.6,rice
31.7,44.9,30.2,25.1,78.8,6.92,108.8,pigeonpeas
85.4,70.9,99.2,28.1,70.3,7.34,164.5,papaya
34.7,36.0,31.8,26.2,53.6,6.77,65.7,lentil
72.4,46.4,62.7,39.9,53.9,6.77,77.0,pomegranate
29.1,57.8,38.8,27.1,56.1,6.74,113.6,pigeonpeas
111.2,48.6,46.9,26.5,83.6,6.01,177.5,rice
81.5,33.4,131.9,32.1,81.1,6.62,204.8,coconut
29.4,65.8,47.9,19.4,74.2,6.44,98.2,kidneybeans
108.1,56.8,71.7,36.7,75.9,6.54,238.9,jute
64.1,37.7,94.9,30.4,52.1,7.24,45.0,grapes
79.2,53.9,64.1,30.8,67.7,6.24,134.0,orange
124.9,66.8,95.8,33.1,73.6,6.71,155.4,papaya
19.2,54.4,40.7,23.1,61.0,5.97,69.4,pigeonpeas
34.4,49.4,40.9,26.8,47.5,7.22,67.1,chickpea
78.4,41.6,83.5,20.9,73.5,5.86,230.9,coffee
86.3,50.9,87.7,28.8,73.1,6.42,72.5,watermelon
80.8,59.6,98.5,22.5,48.2,6.7,41.2,muskmelon
107.7,50.9,24.1,21.9,67.4,6.7,70.0,wheat
66.8,48.3,27.1,13.6,55.5,7.06,72.0,wheat
64.4,59.8,85.3,25.1,50.1,7.1,47.1,muskmelon
103.1,54.2,83.1,27.5,78.0,6.51,130.4,papaya
115.0,57.4,95.8,25.9,76.3,6.61,149.6,banana
63.5,39.0,79.3,28.8,64.7,6.68,96.7,grapes
117.2,49.5,92.0,27.9,78.3,6.82,207.1,banana
142.5,60.8,82.1,24.8,61.2,6.86,68.1,cotton
123.0,55.2,42.2,27.1,79.1,5.72,222.4,rice
113.2,48.3,96.2,29.6,78.3,6.78,171.9,banana
102.4,72.7,63.0,30.8,78.0,7.17,173.3,papaya
103.9,50.1,60.8,26.2,85.4,6.03,217.8,rice
66.3,46.2,60.1,24.0,64.8,6.57,148.4,orange
52.9,29.9,80.7,20.1,63.3,6.58,141.9,apple
87.9,31.2,128.9,26.9,72.4,6.27,255.5,coconut
90.0,39.6,49.4,22.1,74.9,6.25,105.7,maize
25.0,17.7,23.2,34.2,42.9,7.32,51.2,mothbeans
72.1,31.6,45.6,27.5,78.8,6.65,209.2,mango
57.1,32.3,40.5,18.5,58.9,5.68,144.1,apple
15.5,38.6,24.8,30.3,57.3,6.65,87.1,pigeonpeas
72.4,35.5,92.1,25.0,87.3,6.4,197.0,coconut
127.0,59.7,75.3,30.3,85.9,6.76,204.3,jute
77.4,63.4,83.5,27.4,52.9,6.77,56.6,muskmelon
91.9,47.8,107.4,19.4,74.6,5.23,153.5,coffee
55.8,34.0,124.6,27.1,91.0,7.27,187.4,coconut
130.5,48.6,61.1,31.0,79.8,6.59,212.4,jute
55.7,39.8,63.5,30.5,49.3,6.74,157.6,mango
94.5,48.7,105.7,27.2,74.4,6.62,55.0,watermelon
53.1,46.8,143.4,25.4,89.3,5.7,227.7,coconut
20.1,24.6,30.6,33.1,48.4,7.77,30.3,mothbeans
73.7,45.7,77.2,14.9,67.9,6.48,134.2,apple
68.4,32.8,75.8,32.5,63.4,7.45,105.1,grapes
82.6,35.9,115.1,29.6,84.8,5.78,217.8,coconut
93.0,53.2,88.9,25.6,55.2,6.76,59.8,muskmelon
52.9,39.1,52.3,32.9,53.6,6.01,86.4,mango
61.0,47.0,89.6,35.7,58.7,7.26,61.1,grapes
21.9,44.9,21.0,35.9,57.0,7.11,118.7,pigeonpeas
98.8,54.6,57.3,22.4,72.1,6.21,54.0,maize
38.4,55.9,25.4,29.4,75.8,7.12,75.3,blackgram
77.2,24.4,117.7,27.9,84.4,7.09,201.4,coconut
79.9,25.0,39.4,29.8,50.6,6.48,140.9,mango
128.3,63.4,68.6,34.2,88.5,6.8,230.3,jute
72.9,57.8,96.8,28.8,64.7,6.39,57.7,muskmelon
104.6,43.8,38.4,18.7,59.2,6.84,109.2,wheat
78.5,44.3,87.5,20.1,49.8,6.18,98.1,grapes
25.5,44.0,31.2,16.2,39.2,5.92,44.3,lentil
33.9,42.5,32.1,24.5,68.6,6.36,112.7,pigeonpeas
91.5,48.9,36.9,18.2,63.1,7.35,62.2,wheat
125.7,48.0,39.8,22.7,52.0,6.9,69.5,wheat
104.2,52.7,83.2,28.5,58.0,7.05,95.3,cotton
106.2,61.8,66.8,26.3,64.8,6.43,77.0,maize
37.4,34.4,33.4,32.8,60.2,6.46,78.3,pigeonpeas
22.2,41.1,35.7,28.4,59.4,6.48,82.3,mungbean
36.7,63.3,43.2,30.6,65.3,6.41,104.1,pigeonpeas
72.4,51.0,79.8,32.9,67.5,6.68,94.1,grapes
74.3,56.9,104.5,22.5,62.9,6.51,128.6,orange
39.7,43.9,40.8,36.0,68.9,6.22,91.9,blackgram
101.9,51.8,77.0,32.9,68.2,5.68,78.1,maize
136.0,31.5,102.4,29.8,81.5,7.02,116.5,banana
106.5,54.4,90.3,28.5,54.4,6.71,89.7,cotton
62.8,41.7,67.4,26.6,57.8,6.2,163.8,mango
116.4,52.8,75.3,33.6,87.0,6.66,217.3,jute
68.5,45.5,102.7,27.7,61.6,6.36,48.6,muskmelon
35.4,57.3,28.3,21.4,59.9,7.13,60.9,chickpea
114.6,51.0,59.0,34.9,82.3,6.75,211.8,jute
35.7,49.8,45.3,26.3,59.3,6.4,85.7,kidneybeans
27.0,29.1,23.4,22.2,34.7,7.05,43.0,lentil
24.9,31.8,17.7,29.2,46.8,5.88,59.3,mothbeans
97.8,45.9,94.1,29.7,62.2,6.61,200.5,papaya
122.3,57.7,43.6,30.6,84.5,6.3,255.0,jute
93.0,51.3,89.9,27.0,85.2,6.63,148.2,banana
58.8,39.0,62.4,25.2,58.0,6.09,134.1,apple
73.4,53.7,105.8,25.9,57.0,6.69,53.5,muskmelon
104.8,38.6,77.2,34.6,59.9,6.82,119.6,cotton
72.1,31.4,63.1,33.6,57.2,6.14,130.4,mango
34.7,60.3,48.6,20.0,66.5,6.38,111.3,kidneybeans
65.3,50.5,84.0,27.6,69.7,6.72,162.9,orange
93.4,39.6,108.7,30.0,74.8,6.5,142.2,papaya
67.2,37.3,51.7,33.8,59.0,6.47,165.2,mango
70.6,38.3,124.7,31.9,94.2,6.21,244.5,coconut
49.7,36.8,115.7,31.7,91.9,5.94,254.4,coconut
60.2,39.1,89.5,26.7,66.7,6.48,78.4,grapes
107.0,62.6,79.1,30.7,72.0,6.55,169.5,papaya
76.8,50.3,49.1,24.9,66.1,5.69,125.6,orange
67.0,52.3,89.0,25.0,80.7,5.74,206.4,coffee
101.4,63.6,76.8,31.1,55.7,6.84,89.8,cotton
66.8,44.7,77.5,25.0,49.9,7.14,71.0,grapes
31.9,40.1,37.9,22.8,43.0,6.73,65.6,chickpea
115.4,42.4,71.9,28.6,60.9,6.95,85.9,cotton
23.5,46.8,42.2,30.4,68.6,6.6,95.4,blackgram
29.4,44.6,39.0,22.0,57.6,6.82,81.7,chickpea
48.7,31.5,65.3,27.6,64.4,6.73,145.5,orange
55.8,37.3,94.1,30.3,85.2,6.28,224.2,coconut
116.4,60.1,65.9,30.6,60.5,7.47,89.5,cotton
66.6,34.5,62.4,25.2,68.5,6.86,90.0,apple
100.7,51.6,80.5,25.6,80.1,6.0,240.8,rice
66.7,33.3,50.6,29.0,57.8,6.02,124.0,mango
87.9,42.7,123.3,30.1,86.9,6.45,185.8,banana
75.3,43.7,91.5,24.6,64.0,6.68,53.2,muskmelon
54.6,70.6,54.4,24.9,59.3,6.75,114.8,kidneybeans
71.8,38.7,67.4,21.8,65.2,5.97,123.3,apple
55.4,26.5,124.2,33.0,93.3,6.39,244.5,coconut
81.8,67.9,94.7,23.8,66.9,6.56,68.6,watermelon
86.3,49.7,95.1,31.5,64.3,6.46,59.0,muskmelon
30.8,34.6,35.8,27.2,57.7,6.87,79.7,mungbean
21.3,45.7,31.3,30.7,72.9,7.32,82.7,mungbean
43.5,36.8,23.1,13.7,41.3,6.52,51.2,lentil
133.1,65.8,55.7,28.0,77.5,6.04,235.8,jute
93.7,49.1,90.6,24.8,63.0,6.29,84.6,cotton
19.2,30.3,46.7,23.8,59.5,6.28,37.1,lentil
110.3,49.1,105.5,26.7,62.6,6.32,179.3,papaya
68.9,63.9,100.5,25.4,64.0,6.69,61.0,muskmelon
117.6,38.3,64.7,28.0,82.7,5.72,182.6,rice
108.4,54.1,73.3,32.9,78.4,6.72,141.1,papaya
40.4,49.7,39.2,29.1,65.9,6.84,70.1,blackgram
50.9,28.8,77.3,21.5,80.3,6.49,159.4,apple
81.2,73.1,78.5,26.1,71.4,6.27,55.2,muskmelon
106.9,68.8,48.6,21.6,60.0,6.33,96.8,maize
27.4,27.3,29.3,27.2,34.8,6.56,32.4,mothbeans
61.9,22.5,72.5,34.0,67.1,7.03,101.4,pomegranate
54.6,37.7,60.9,32.1,58.9,6.61,154.7,mango
106.3,42.7,114.4,32.4,73.9,6.73,109.9,banana
39.0,63.2,43.6,23.0,64.1,6.16,121.4,kidneybeans
114.7,65.9,69.4,28.7,87.6,6.4,250.7,jute
78.6,45.3,42.7,13.4,53.5,6.76,64.3,wheat
24.3,48.2,48.7,20.6,44.4,6.91,46.9,lentil
72.1,68.9,99.2,30.8,65.2,6.61,45.5,watermelon
71.3,39.5,89.5,25.5,68.4,5.96,212.2,coffee
116.4,63.9,60.4,32.3,92.7,6.54,227.9,rice
42.1,37.6,82.9,29.8,67.0,6.63,63.5,grapes
69.4,34.8,59.6,22.8,54.6,6.71,90.4,pomegranate
107.7,40.5,64.1,28.2,84.9,6.9,189.8,rice
70.7,34.5,66.4,35.8,52.2,6.08,100.5,pomegranate
89.4,49.8,92.9,25.7,81.6,5.4,207.9,coffee
83.4,50.8,77.4,28.0,67.0,6.33,158.3,orange
98.3,55.5,82.1,21.4,64.6,6.44,80.9,watermelon
73.2,48.0,31.4,18.8,57.2,6.98,98.6,wheat
104.0,51.5,95.9,28.5,74.4,6.0,162.3,papaya
23.9,45.1,36.0,20.0,50.4,7.46,66.4,chickpea
58.2,31.8,61.6,31.4,71.1,6.45,138.3,mango
83.8,55.1,63.1,28.3,71.5,6.42,165.8,orange
27.1,38.1,29.0,21.6,57.5,7.02,65.9,chickpea
99.3,58.7,109.4,26.4,70.4,6.38,45.9,muskmelon
20.8,31.6,22.2,29.1,52.4,6.54,86.8,pigeonpeas
96.1,62.0,110.3,27.7,67.7,6.7,64.6,watermelon
103.3,67.9,53.0,24.3,87.6,6.12,190.4,rice
52.5,26.1,130.5,30.6,89.5,7.07,203.8,coconut
138.0,57.8,70.9,31.8,83.3,6.42,210.9,jute
71.3,50.9,116.4,24.7,69.7,6.51,56.4,watermelon
33.3,45.6,40.6,19.3,70.1,6.22,109.9,kidneybeans
65.6,50.0,80.3,26.0,59.6,7.31,160.2,orange
69.5,33.1,115.7,31.3,87.6,6.75,274.1,coconut
20.3,41.8,33.9,19.2,58.8,6.42,114.0,pigeonpeas
88.0,55.3,81.1,30.1,63.1,6.17,131.6,orange
62.1,35.4,69.5,26.9,52.5,6.17,56.3,grapes
65.2,50.7,99.8,32.7,70.6,6.53,74.5,watermelon
41.9,69.9,38.2,20.0,69.4,6.84,95.3,kidneybeans
54.0,46.0,35.3,19.0,53.9,6.64,119.3,wheat
54.7,35.9,54.0,29.2,47.5,6.71,159.8,mango
70.4,51.9,101.6,24.8,65.8,6.57,59.8,watermelon
21.2,44.1,44.3,34.5,69.8,6.21,92.9,mungbean
34.4,42.1,26.3,28.7,54.9,6.47,95.4,pigeonpeas
53.1,60.3,84.1,23.3,56.3,6.44,49.7,muskmelon
87.8,34.4,100.3,29.7,89.7,6.33,229.7,coconut
56.2,33.7,119.8,26.2,90.5,7.24,165.3,coconut
70.5,53.5,98.8,27.6,60.8,6.99,45.8,watermelon
91.5,44.6,47.9,26.9,88.0,6.56,266.4,rice
29.5,51.1,34.7,28.6,69.8,6.73,82.7,blackgram
141.6,47.9,68.1,32.9,82.4,6.54,244.5,jute
81.9,37.6,109.2,27.4,89.0,6.61,135.0,coconut
65.7,47.7,106.5,22.6,68.4,5.19,176.3,coffee
117.5,47.8,84.9,34.7,52.8,6.26,76.4,cotton
63.2,31.4,64.3,36.0,55.4,6.58,114.0,mango
114.1,47.4,71.3,24.8,93.4,5.88,189.3,rice
62.3,31.7,63.2,12.2,67.7,6.45,140.4,apple
87.7,54.0,50.2,26.3,79.1,6.18,109.5,maize
55.9,31.4,62.5,25.3,71.3,6.13,109.4,mango
21.3,27.0,30.2,31.0,45.3,7.83,40.1,mothbeans
66.2,67.2,65.8,26.4,50.9,6.89,44.5,muskmelon
103.5,51.4,72.7,29.7,70.6,7.34,94.7,cotton
99.0,43.5,87.9,26.6,60.7,6.47,90.1,cotton
73.4,57.1,66.7,22.9,69.9,5.87,112.9,orange
105.6,43.7,42.9,26.1,71.9,6.8,72.2,maize
62.2,46.8,138.4,28.9,70.5,6.68,55.2,watermelon
114.5,51.4,47.5,28.1,86.5,6.64,258.2,rice
64.9,53.5,98.6,28.0,64.2,6.13,53.3,muskmelon
63.5,43.4,94.5,27.6,81.9,6.39,223.5,coconut
25.4,51.4,35.4,20.9,65.9,6.64,81.4,kidneybeans
98.6,52.8,34.3,19.7,64.8,7.13,62.6,wheat
30.9,39.4,32.9,24.3,68.7,6.33,78.1,mungbean
73.2,40.6,66.4,24.9,53.3,6.92,141.9,apple
78.7,60.9,123.8,30.2,70.2,6.16,72.0,watermelon
105.0,47.8,115.2,29.4,79.5,6.4,166.9,banana
34.9,53.8,37.7,29.2,63.3,7.32,102.9,blackgram
98.2,36.6,32.4,20.5,63.5,6.48,95.9,wheat
67.7,49.2,61.8,16.1,65.8,6.78,159.3,apple
112.5,61.5,86.8,26.5,53.8,7.08,88.4,cotton
39.7,36.9,76.8,27.2,53.3,5.92,100.7,grapes
