N,P,K,temperature,humidity,ph,rainfall,crop
127.7,57.9,40.4,29.6,61.8,6.48,1107.3,maize
29.9,37.7,27.8,16.1,41.0,6.32,591.4,chickpea
103.8,44.9,91.0,21.1,84.7,5.71,2386.7,coffee
94.0,56.9,102.7,29.9,69.1,6.29,2009.0,papaya
113.2,64.2,62.1,23.1,88.0,6.57,2385.4,rice
95.9,58.8,66.0,27.6,80.3,6.27,3510.0,rice
29.2,44.0,30.6,27.7,62.8,6.09,845.0,pigeonpeas
36.5,54.7,30.5,27.4,75.4,6.3,1120.2,blackgram
107.1,39.4,98.2,25.0,62.9,7.07,1163.5,cotton
27.8,46.7,29.9,21.6,72.2,6.72,798.6,mungbean
81.5,42.8,89.1,36.2,52.4,6.5,1623.7,pomegranate
31.3,30.7,33.3,18.1,58.1,6.22,609.6,chickpea
106.7,61.4,56.2,26.8,88.2,7.34,2978.9,jute
17.6,42.1,27.2,31.5,48.2,7.01,374.6,mothbeans
61.8,34.0,63.6,16.0,59.9,6.64,1965.5,apple
144.2,55.4,117.7,30.5,77.9,6.93,1980.6,banana
54.5,27.2,60.5,18.9,61.1,6.77,1903.4,apple
67.5,50.4,93.7,24.4,46.4,6.59,832.3,grapes
31.0,50.3,37.4,27.5,76.7,7.18,1192.4,blackgram
25.5,50.0,26.7,29.6,53.9,6.53,942.0,pigeonpeas
36.8,32.6,134.9,30.2,88.2,6.77,2056.1,coconut
80.4,45.6,28.3,18.9,70.3,6.26,1055.6,wheat
22.6,54.6,41.1,23.5,53.9,6.5,759.9,lentil
34.4,27.6,36.8,19.8,46.3,7.52,804.0,chickpea
30.7,56.8,53.3,22.1,64.6,6.58,1050.7,kidneybeans
112.7,42.3,110.9,32.4,78.7,5.84,2160.9,banana
138.2,48.4,69.0,29.3,84.3,6.11,2513.6,jute
107.7,68.1,59.8,25.8,78.7,6.42,2975.0,rice
141.5,49.3,57.2,25.6,56.9,7.55,1443.4,cotton
62.3,30.3,68.4,13.3,72.8,5.94,1455.0,apple
52.0,37.6,68.6,26.1,55.5,6.84,1067.5,grapes
108.2,55.3,64.5,33.6,85.0,5.71,2852.8,jute
20.0,32.2,20.5,31.6,44.1,7.35,396.3,mothbeans
59.4,35.5,55.9,16.2,70.8,6.56,1478.6,apple
67.8,44.5,47.0,32.9,53.9,6.16,2074.0,mango
76.5,40.4,40.2,33.3,61.3,6.22,1337.3,mango
83.7,46.7,52.6,28.6,58.5,6.06,1882.2,orange
88.9,48.0,87.4,32.4,59.7,6.77,488.0,muskmelon
26.3,34.3,27.8,21.3,51.0,6.85,515.1,lentil
92.4,55.1,78.3,28.3,81.4,6.09,2676.4,rice
37.8,31.0,22.4,19.6,57.8,5.99,567.2,lentil
121.6,46.7,57.8,27.6,79.0,5.39,2284.3,rice
103.7,52.7,129.3,26.5,77.1,6.7,2247.2,banana
99.6,56.4,45.3,16.8,63.4,6.78,1203.2,wheat
15.1,45.6,35.3,28.1,73.6,7.13,952.3,mungbean
78.0,46.4,120.5,27.2,86.1,5.62,2139.2,coconut
75.2,43.4,74.8,33.2,58.3,7.1,1077.9,pomegranate
89.7,37.3,111.2,24.0,87.5,6.28,2690.3,coconut
16.9,28.2,29.1,21.7,48.5,6.26,615.9,lentil
105.0,51.4,78.4,22.0,72.1,5.86,2267.9,coffee
31.6,38.4,26.2,25.4,60.3,6.24,713.8,pigeonpeas
59.4,52.7,86.7,25.0,68.6,5.36,1847.9,coffee
60.1,25.5,128.6,28.3,93.0,6.64,1964.3,coconut
13.5,45.7,29.7,29.7,65.9,6.31,853.2,mungbean
103.9,50.4,47.4,25.3,72.9,6.69,1308.9,maize
77.5,37.2,57.7,32.2,59.1,5.88,2059.9,mango
111.0,58.5,55.9,26.9,64.5,5.9,1316.1,maize
132.6,70.5,53.3,26.1,92.7,6.72,2259.1,rice
66.8,47.3,74.8,20.0,57.2,6.46,1917.9,apple
124.1,46.7,25.9,17.0,64.5,7.26,987.0,wheat
32.9,41.3,33.7,18.6,47.7,6.94,454.4,chickpea
103.3,46.0,58.3,31.4,84.5,6.32,2520.2,jute
87.9,63.0,63.9,35.2,81.9,6.65,2781.7,jute
71.0,63.6,47.6,29.5,74.7,6.15,1026.2,maize
98.1,47.2,60.4,20.3,80.8,6.18,875.9,maize
99.0,56.6,64.8,23.5,78.9,5.7,2398.9,rice
59.8,46.1,58.3,27.8,81.9,5.99,1944.3,orange
131.3,56.4,67.6,34.5,82.5,6.31,2791.9,jute
50.9,33.5,83.7,31.4,84.9,6.0,2489.7,coconut
67.4,34.1,58.3,25.2,63.6,6.18,1247.7,apple
73.1,43.7,55.3,29.4,66.3,6.61,1489.4,mango
102.7,71.5,46.5,20.4,75.9,6.59,1216.7,maize
53.8,39.4,58.2,36.7,58.6,6.14,1917.6,mango
23.2,46.3,45.5,21.9,43.7,6.6,658.9,lentil
22.6,33.8,24.6,30.9,43.3,6.86,577.1,mothbeans
31.2,64.4,49.4,19.6,65.2,6.88,1048.5,kidneybeans
92.0,58.2,101.1,32.9,80.8,6.58,1832.0,papaya
33.9,58.2,36.6,25.7,69.1,6.46,889.2,mungbean
55.2,45.3,60.7,16.1,73.7,6.04,1633.8,apple
62.1,43.8,58.5,26.1,62.9,6.56,519.1,muskmelon
29.8,55.3,21.4,17.8,48.3,6.96,646.7,lentil
76.0,39.2,78.1,20.1,79.0,5.65,2715.3,coffee
125.2,47.0,117.8,27.8,73.0,5.68,1957.3,banana
95.9,51.9,40.8,21.8,66.9,6.58,1422.9,wheat
113.3,58.5,43.6,24.0,54.7,7.04,1110.7,wheat
56.6,34.9,86.2,29.3,51.2,7.05,796.7,grapes
99.8,68.5,114.6,27.1,71.4,7.22,1973.9,papaya
61.6,50.4,88.8,26.2,64.0,6.59,698.1,muskmelon
86.9,69.2,87.7,28.2,57.2,7.09,853.0,cotton
116.1,72.6,50.7,31.9,82.3,6.56,2661.8,jute
43.4,33.0,68.5,20.2,56.9,7.11,1566.8,pomegranate
70.9,27.3,52.6,16.8,69.9,6.14,1849.5,apple
74.5,51.0,97.0,28.2,60.5,6.14,681.8,muskmelon
114.3,44.1,56.2,22.9,60.7,6.89,1037.6,maize
80.6,50.6,78.7,23.9,77.3,5.4,2343.5,coffee
28.0,46.9,26.6,15.0,55.1,7.43,1120.5,chickpea
23.0,44.3,38.7,29.8,67.0,6.96,1003.5,blackgram
82.4,44.4,87.6,18.7,68.9,5.3,2412.0,coffee
35.6,39.1,33.3,21.0,54.8,5.55,818.7,pigeonpeas
49.7,34.6,59.5,15.1,63.3,6.43,1937.6,apple
93.4,31.5,105.5,29.3,79.5,6.52,1820.2,banana
86.7,58.9,83.8,31.6,63.1,6.59,481.4,muskmelon
75.4,55.4,84.3,29.8,67.5,6.63,710.6,watermelon
103.4,55.1,79.4,27.7,72.3,6.71,1515.0,papaya
87.2,61.7,79.5,36.4,71.5,6.65,1265.9,cotton
46.9,23.1,65.7,28.2,59.0,6.33,1500.9,mango
111.2,46.5,34.6,26.1,68.8,6.16,934.7,maize
92.6,47.2,45.0,30.6,73.2,7.09,1226.3,maize
25.2,50.1,25.2,19.1,55.3,6.73,719.2,lentil
48.9,61.1,40.1,18.6,67.5,6.15,1374.1,kidneybeans
72.1,42.0,57.9,30.5,58.0,6.1,1275.8,mango
71.9,57.5,123.2,22.0,78.9,5.67,2224.9,coffee
99.7,66.2,81.1,32.1,54.4,6.23,1365.2,cotton
83.2,50.4,87.7,26.8,75.8,6.38,2348.4,papaya
55.4,33.4,53.2,26.5,67.4,6.9,1572.1,mango
77.4,41.5,68.6,26.1,81.1,6.7,2610.6,rice
95.8,52.1,60.8,30.6,87.7,6.94,3134.2,jute
27.6,43.7,27.2,32.5,68.9,7.34,1276.2,blackgram
20.2,55.8,40.1,34.0,66.3,7.19,1052.9,mungbean
115.9,52.5,63.7,34.3,82.7,6.76,2401.1,jute
55.4,43.1,57.1,29.8,67.3,7.16,1239.2,mango
116.5,66.5,103.8,31.1,85.9,6.01,1549.3,banana
97.5,49.1,30.6,16.2,64.0,6.14,1170.1,wheat
31.2,57.5,35.4,21.4,45.8,6.69,709.4,chickpea
25.9,42.7,45.2,17.7,62.8,6.99,535.6,chickpea
38.1,42.7,27.5,27.2,64.5,6.4,1157.5,pigeonpeas
79.5,46.0,93.8,24.0,82.8,5.52,1869.3,coffee
36.7,43.6,38.8,35.4,62.6,6.61,963.1,mungbean
86.1,55.7,57.1,19.3,72.2,6.82,741.9,maize
62.1,52.8,98.6,30.1,59.6,6.17,457.2,muskmelon
36.8,33.3,36.6,33.8,69.2,6.52,1055.5,mungbean
109.2,54.0,43.2,28.2,91.9,6.3,1976.5,rice
22.3,38.9,41.7,30.4,69.9,7.07,751.3,mungbean
39.2,52.3,40.6,29.1,71.4,7.07,1123.1,blackgram
57.3,31.0,79.2,15.4,60.4,6.75,1671.7,apple
84.7,36.3,82.9,31.3,47.6,6.22,933.8,grapes
51.2,36.0,79.3,23.8,69.0,6.49,1925.8,apple
69.3,52.5,91.8,23.2,76.0,6.72,1651.5,orange
73.1,38.5,62.9,35.6,49.6,6.97,1292.4,pomegranate
119.2,60.3,80.5,20.9,51.9,6.79,1111.6,cotton
37.0,85.7,43.4,18.8,59.2,6.77,1361.6,kidneybeans
65.6,39.5,61.6,26.0,57.7,6.56,1917.3,mango
20.4,41.8,45.5,34.2,69.2,7.08,1000.3,mungbean
111.6,57.7,65.7,29.7,46.5,6.82,1136.4,cotton
37.4,42.8,34.8,23.8,72.5,6.38,1009.9,pigeonpeas
31.7,48.8,45.7,32.1,59.4,6.49,837.0,mungbean
105.7,62.2,115.9,36.0,75.9,6.0,1933.8,papaya
77.9,40.3,94.8,25.5,49.0,7.26,665.2,grapes
112.3,54.9,50.8,24.6,67.3,7.05,888.4,maize
95.9,65.3,93.4,30.3,77.5,6.54,2208.1,papaya
24.4,20.6,31.0,27.4,42.8,6.52,270.0,mothbeans
19.8,13.8,23.5,27.8,47.0,7.53,612.0,mothbeans
29.0,31.1,39.1,20.5,43.0,6.87,829.9,lentil
102.9,47.7,40.1,22.7,63.7,6.29,1076.1,maize
92.9,54.0,64.2,34.1,50.8,6.59,1168.3,cotton
112.5,57.1,110.2,26.2,76.7,6.66,2177.1,papaya
119.5,51.5,100.5,28.3,90.4,6.88,1725.9,banana
32.4,55.4,38.1,29.2,73.4,6.63,1514.9,pigeonpeas
45.6,46.6,38.8,28.1,69.2,6.4,717.8,mungbean
90.4,66.2,100.7,24.5,55.2,6.68,738.6,muskmelon
58.0,31.5,96.4,27.9,87.3,6.49,3094.9,coconut
73.7,27.9,87.6,27.5,64.8,6.55,1059.2,grapes
109.1,45.9,73.8,30.6,58.8,6.78,1569.2,cotton
120.7,54.4,74.0,29.5,83.9,6.81,2604.1,jute
9.0,36.3,24.7,35.3,44.7,7.08,400.3,mothbeans
151.1,55.1,108.0,26.6,74.4,6.71,2371.7,banana
121.8,61.4,54.7,22.9,63.5,6.54,1153.2,maize
39.7,34.6,34.1,22.8,37.5,6.76,723.4,lentil
39.4,24.1,65.9,29.7,57.3,6.89,665.7,grapes
28.3,45.7,39.7,30.3,64.5,6.22,985.2,blackgram
81.3,41.1,78.3,25.4,52.6,6.47,691.5,grapes
51.2,33.8,66.9,32.3,77.6,6.22,1430.1,mango
29.4,34.3,37.5,27.4,64.4,5.86,1625.3,pigeonpeas
84.8,23.5,57.1,30.7,51.5,7.25,1142.4,pomegranate
58.5,39.9,49.7,32.0,67.3,7.0,1824.0,mango
59.6,31.8,92.2,28.2,65.0,7.15,699.6,grapes
23.7,38.8,44.2,27.6,56.5,7.22,784.4,mungbean
115.7,39.5,42.5,22.7,73.4,6.51,1289.1,maize
22.8,49.4,29.1,19.2,45.1,7.09,518.2,lentil
145.1,77.4,62.2,35.9,86.5,6.77,2849.9,jute
31.9,37.2,28.0,22.3,48.0,7.12,962.9,chickpea
99.3,65.7,52.2,35.3,83.9,6.42,2428.8,jute
99.0,39.7,114.7,29.8,87.0,6.53,2612.0,coconut
38.8,66.5,31.1,26.6,68.5,6.58,1296.8,blackgram
30.1,57.5,46.0,21.7,65.5,6.63,1013.4,kidneybeans
69.3,39.9,71.1,23.4,62.5,6.37,772.8,grapes
117.5,63.9,63.1,32.3,78.5,6.58,2275.1,rice
66.6,44.7,52.0,31.5,69.4,6.15,1655.6,orange
39.7,52.1,29.1,36.8,73.3,6.28,1109.6,blackgram
60.0,42.1,44.9,29.6,43.8,6.35,2081.5,mango
65.6,60.3,50.8,22.0,77.8,6.35,2395.1,orange
115.6,50.1,69.8,37.5,52.5,6.9,784.6,cotton
58.2,44.4,74.5,17.1,65.2,6.32,1610.0,apple
108.6,65.3,71.3,27.2,83.2,5.95,2740.3,rice
78.4,30.6,102.6,32.0,86.7,6.69,2290.6,coconut
80.6,63.8,128.5,27.0,71.3,6.72,693.2,watermelon
25.0,45.8,37.8,27.7,66.9,6.23,880.7,mungbean
60.5,42.8,71.8,15.1,66.8,6.46,2019.3,apple
107.4,55.4,67.9,26.3,77.0,6.3,1975.3,papaya
100.7,40.7,129.6,31.1,83.1,6.14,1959.4,banana
145.4,49.1,96.0,27.8,56.7,6.94,974.6,cotton
110.0,61.8,65.3,29.3,90.9,5.91,2375.6,rice
69.1,41.4,64.3,24.5,69.5,5.74,1496.7,apple
109.9,39.3,123.6,27.1,78.1,5.98,2127.6,banana
27.1,59.8,30.1,32.3,64.4,6.76,1093.0,blackgram
81.5,56.6,37.8,16.5,61.3,7.29,1153.5,wheat
36.0,56.4,53.4,22.6,64.2,6.25,1186.9,kidneybeans
14.0,47.3,29.1,27.4,63.7,6.73,1186.9,pigeonpeas
20.8,43.3,33.7,18.5,41.4,6.84,701.4,lentil
72.8,56.8,82.0,20.4,87.1,5.47,2347.7,coffee
18.0,59.3,42.3,28.0,64.5,6.91,1176.1,kidneybeans
96.2,53.2,58.5,24.4,78.0,5.98,3019.8,rice
91.6,58.5,99.5,27.6,51.7,6.78,592.8,muskmelon
103.4,53.0,38.1,15.7,63.3,6.9,1041.3,wheat
91.3,41.1,34.0,17.4,52.7,6.83,1366.3,wheat
84.0,46.3,97.2,19.7,76.8,5.67,2945.9,coffee
33.7,68.0,36.0,22.7,68.4,7.05,1110.6,kidneybeans
51.8,28.3,42.3,29.3,51.6,6.73,1769.2,mango
62.4,39.2,62.1,32.5,67.5,7.38,831.9,pomegranate
30.6,25.0,22.1,17.3,33.2,6.91,773.4,lentil
67.7,30.0,88.1,32.0,53.5,6.86,758.5,grapes
22.2,25.8,28.3,29.6,47.3,6.26,496.4,mothbeans
91.2,40.8,106.8,27.8,80.1,6.21,2053.3,banana
40.2,39.9,31.4,23.1,54.0,7.0,1022.5,chickpea
62.2,34.3,62.8,19.2,69.3,6.86,1967.7,apple
51.9,42.3,75.6,34.7,94.4,5.59,2494.6,coconut
53.7,32.6,68.6,29.7,56.5,7.22,1112.3,pomegranate
74.5,32.9,80.7,15.8,67.0,6.19,2057.3,apple
56.7,34.5,53.1,33.7,57.1,6.27,1384.4,mango
21.6,42.0,36.0,29.8,59.2,6.2,1124.3,pigeonpeas
60.5,34.7,65.6,30.0,55.4,6.78,1179.0,pomegranate
112.8,58.0,48.6,32.4,83.2,6.16,2710.3,rice
30.3,43.6,27.9,30.8,73.5,6.86,969.1,blackgram
63.7,58.0,83.4,23.2,59.8,6.37,476.0,muskmelon
111.0,45.4,102.1,25.9,76.7,6.36,1930.3,banana
109.2,46.6,122.1,28.3,83.2,6.33,2033.1,banana
129.9,56.9,67.9,27.3,85.3,6.56,2766.3,rice
103.7,45.3,43.1,30.5,74.0,6.38,1321.0,maize
85.4,46.9,49.8,29.1,57.6,6.3,1000.4,maize
75.8,52.4,107.4,27.7,65.6,6.17,714.4,watermelon
72.0,55.6,80.0,31.1,63.2,7.06,1072.2,cotton
87.5,47.0,107.0,18.5,88.9,5.51,1870.4,coffee
37.5,26.6,147.8,31.7,85.1,5.83,2249.3,coconut
108.4,48.6,107.3,31.7,78.7,6.62,2477.4,banana
139.0,49.7,72.5,31.8,84.7,6.72,2596.4,jute
25.3,42.8,29.6,17.6,51.2,7.02,841.1,lentil
80.5,50.3,68.9,27.7,55.6,6.71,1621.4,orange
30.0,20.7,28.0,29.3,38.5,6.46,685.9,mothbeans
72.9,50.9,74.4,32.2,58.0,6.81,607.6,muskmelon
114.7,54.6,107.6,27.4,69.0,6.4,1870.2,papaya
29.7,49.3,32.3,34.8,76.5,7.09,1031.1,blackgram
74.5,26.3,63.1,28.9,59.0,5.72,1093.0,mango
109.7,43.0,39.0,17.3,61.5,6.25,761.9,wheat
115.7,36.0,73.7,29.8,90.8,6.34,1620.0,rice
102.9,53.4,109.6,27.7,78.0,6.51,1945.3,banana
20.9,35.2,24.0,29.3,67.8,5.59,1015.5,pigeonpeas
48.1,32.9,59.3,28.2,60.5,5.68,2216.2,mango
87.5,45.3,43.3,20.4,63.2,6.82,1482.8,wheat
98.5,64.0,56.4,26.8,79.2,6.3,2651.5,rice
103.3,45.6,95.5,23.2,70.4,4.99,2635.9,coffee
63.8,33.5,56.5,13.2,63.1,6.92,1764.2,apple
62.7,51.1,95.7,23.4,78.7,5.75,2634.4,coffee
122.2,60.1,122.8,30.7,72.4,7.27,2189.2,banana
113.3,64.9,69.0,23.3,78.4,6.42,1200.6,maize
99.3,56.7,50.8,22.9,58.9,6.58,1233.3,maize
80.1,42.5,78.7,39.9,67.5,7.19,1012.4,grapes
87.4,61.4,80.7,32.2,63.7,7.64,1022.4,cotton
86.5,38.8,133.4,30.3,90.4,6.47,2541.7,coconut
43.4,42.1,87.0,30.0,63.6,6.97,1229.6,grapes
32.3,43.3,24.2,21.4,53.6,6.96,617.6,lentil
128.6,52.0,67.6,26.2,72.3,5.62,3139.8,rice
37.1,45.1,33.0,31.1,59.2,5.49,648.0,pigeonpeas
37.3,52.9,33.3,24.5,70.2,6.32,854.8,blackgram
75.5,44.3,61.9,31.3,66.2,6.84,1980.0,mango
26.4,46.3,34.3,14.3,41.9,6.54,778.7,lentil
32.1,60.7,25.6,24.1,57.5,7.18,1017.7,chickpea
117.3,55.5,64.5,28.5,81.8,6.35,3463.7,rice
74.5,44.2,25.2,18.0,69.9,6.7,817.8,wheat
82.3,45.7,36.9,14.9,63.3,6.38,950.6,wheat
67.9,26.7,135.7,36.0,89.1,6.39,2264.4,coconut
104.8,66.7,79.1,37.5,66.9,6.3,1395.9,cotton
102.3,56.0,73.8,29.5,76.5,6.54,3029.3,jute
38.7,37.7,40.4,20.7,52.3,6.32,580.4,chickpea
122.1,57.4,49.2,22.8,80.6,6.3,2562.9,rice
135.5,55.3,52.1,26.2,88.5,6.38,2396.0,jute
116.0,63.2,71.6,27.7,86.6,6.22,2821.1,jute
74.8,48.3,96.1,30.7,61.6,6.28,660.7,muskmelon
43.5,73.2,59.7,24.3,70.8,6.65,1380.8,kidneybeans
92.9,51.1,91.6,30.2,75.6,6.64,2119.0,papaya
39.2,48.9,37.0,30.0,62.0,6.11,1332.2,blackgram
29.3,45.9,30.7,22.9,58.9,6.08,1424.9,pigeonpeas
65.4,47.0,56.2,27.2,56.2,6.18,1104.3,pomegranate
142.1,62.4,55.7,28.5,85.9,6.07,2502.3,rice
86.1,51.9,33.3,17.2,60.8,6.57,1094.0,wheat
29.5,50.2,36.8,31.6,71.8,6.42,1053.9,blackgram
66.1,33.5,56.1,9.5,76.3,6.64,1266.7,apple
62.1,27.9,90.9,12.6,59.0,6.67,2038.2,apple
100.7,51.7,47.4,15.8,59.3,6.44,1108.6,wheat
115.6,62.7,82.6,27.3,81.8,7.15,1958.7,papaya
66.2,61.5,90.4,22.8,85.0,5.83,2327.7,coffee
13.9,34.6,31.1,31.6,50.0,7.27,596.6,mothbeans
105.9,38.5,104.3,24.7,80.3,6.9,2118.6,banana
78.4,39.8,94.0,27.6,83.1,5.77,2581.2,coconut
22.2,44.5,33.7,19.2,43.3,6.61,946.4,chickpea
26.6,37.4,48.1,28.1,67.6,5.88,705.6,mungbean
137.5,55.4,72.0,31.7,65.8,6.94,1010.0,cotton
51.5,35.9,63.0,30.0,66.6,6.99,1037.7,pomegranate
59.4,26.5,49.2,13.3,76.8,6.16,1565.9,apple
121.9,63.0,61.7,22.1,83.0,6.64,3076.3,rice
55.7,48.7,118.1,30.4,59.9,6.6,636.5,muskmelon
24.7,53.5,26.6,32.5,62.4,6.73,1412.4,pigeonpeas
86.5,32.1,33.2,20.6,64.2,7.12,889.9,wheat
77.0,39.5,45.3,30.3,84.0,6.77,1060.9,maize
56.1,46.1,82.2,28.9,73.5,7.21,1020.7,grapes
45.0,55.9,86.2,26.2,79.6,5.49,2316.9,coffee
77.2,69.0,79.0,25.0,70.7,6.77,1746.9,orange
102.8,50.8,47.8,25.5,61.3,6.56,869.9,maize
128.6,50.5,93.6,25.5,82.3,6.65,2609.1,banana
19.2,52.4,25.4,20.1,62.0,6.74,788.9,lentil
63.9,40.6,54.0,27.6,68.9,6.19,826.6,grapes
75.1,44.2,93.6,21.7,81.8,5.98,2861.7,coffee
68.3,50.6,58.3,35.4,57.0,7.96,1141.1,pomegranate
103.6,61.1,72.5,29.9,62.8,7.75,1271.4,cotton
66.8,55.2,104.8,20.6,83.5,5.28,2713.0,coffee
35.8,61.9,31.4,28.4,64.6,6.62,1003.6,mungbean
80.0,41.2,70.7,32.6,56.7,7.32,852.8,grapes
90.9,57.4,69.6,23.4,85.7,6.83,2910.3,rice
86.0,55.3,74.9,31.2,68.0,6.74,2155.6,papaya
69.1,27.2,52.9,31.0,69.5,6.09,2066.7,mango
46.9,49.7,66.8,28.2,61.4,7.21,818.3,pomegranate
33.5,53.0,29.0,28.1,69.2,6.35,1084.4,pigeonpeas
124.7,52.0,65.9,24.4,82.3,6.55,2972.7,rice
54.2,42.5,71.5,23.0,49.1,7.0,876.0,grapes
124.0,50.2,95.5,29.0,61.8,6.37,1710.3,papaya
102.9,40.6,33.7,17.8,59.0,7.65,759.3,wheat
137.3,53.9,57.7,25.7,85.0,5.85,3312.8,rice
73.8,41.2,67.9,17.1,70.2,7.25,2111.5,orange
72.6,22.5,63.7,39.9,48.7,6.7,884.6,grapes
113.3,53.2,94.6,29.8,85.1,6.0,1961.3,banana
60.7,57.9,87.3,21.2,55.8,6.09,634.6,muskmelon
141.1,56.8,50.4,33.0,55.9,6.7,986.4,maize
63.1,69.0,116.1,21.9,76.8,5.52,2508.5,coffee
28.8,37.8,29.6,26.6,58.5,6.89,1002.2,pigeonpeas
98.3,62.2,88.0,27.4,87.4,5.68,3003.4,rice
106.5,42.2,66.9,27.3,80.7,6.99,3214.8,jute
47.8,33.0,43.5,30.3,62.1,5.84,1280.2,mango
21.6,38.7,30.9,21.7,53.1,7.19,911.0,lentil
31.7,49.6,34.2,28.3,57.4,7.06,1181.2,pigeonpeas
65.9,34.6,72.7,28.6,52.3,6.52,1056.5,grapes
71.0,25.5,53.4,34.4,60.9,6.79,1788.5,mango
36.7,33.5,26.9,32.8,58.1,6.9,947.1,pigeonpeas
47.0,46.2,81.5,34.4,67.0,6.96,1231.4,grapes
66.8,32.5,61.3,29.5,55.0,7.13,2086.4,mango
88.4,63.0,80.2,28.0,81.7,6.63,2053.1,papaya
104.9,48.1,48.1,30.7,53.9,6.62,882.5,maize
154.0,57.1,51.5,24.4,83.5,6.28,1778.0,rice
112.9,67.9,67.6,35.7,87.5,6.87,2539.3,jute
71.9,52.6,119.0,27.1,63.6,6.49,764.8,muskmelon
62.4,45.5,51.1,27.2,73.2,6.09,2118.5,orange
54.1,50.7,73.9,14.9,60.5,6.42,1489.4,apple
88.8,45.5,55.8,26.1,72.5,6.11,956.0,maize
99.0,52.3,70.6,28.6,49.8,6.82,1009.4,cotton
64.6,35.0,58.4,28.4,60.9,6.43,1691.8,mango
66.5,28.6,90.2,20.0,50.6,6.04,1126.2,grapes
32.0,41.4,30.4,17.6,51.1,6.99,879.9,lentil
84.5,42.1,84.7,21.3,78.5,6.06,1815.8,papaya
89.9,37.1,50.6,24.0,64.5,6.54,970.6,maize
93.9,48.6,56.5,28.2,71.5,5.65,1406.9,orange
118.0,51.3,106.6,27.5,81.0,6.52,1868.4,banana
21.5,47.5,20.4,23.4,52.6,6.55,648.7,lentil
110.8,51.6,121.5,27.7,85.7,6.43,2052.9,banana
67.3,38.7,53.3,20.9,62.9,6.11,1517.3,orange
130.3,56.6,75.2,25.6,61.8,6.5,1279.7,cotton
119.8,68.3,58.6,28.2,83.9,6.64,2668.5,jute
79.8,54.3,111.2,30.3,54.2,6.3,690.5,muskmelon
71.7,48.8,70.2,27.3,68.2,6.86,830.2,watermelon
52.7,41.6,65.1,9.9,67.3,6.44,1832.2,apple
70.2,47.8,104.1,27.6,63.5,6.58,711.5,watermelon
114.1,60.1,42.2,29.3,85.9,5.98,2772.4,rice
43.9,44.8,36.2,30.4,80.2,6.63,1149.0,blackgram
79.8,34.9,108.2,31.3,87.1,6.36,2518.9,coconut
61.1,37.5,101.3,30.8,51.1,6.07,690.6,grapes
74.5,48.1,59.3,24.7,66.3,6.42,2075.8,orange
65.1,49.7,79.2,19.7,59.3,6.45,1534.7,apple
84.6,64.3,82.0,28.0,60.6,6.27,1977.7,orange
35.0,48.3,23.6,28.9,59.6,6.47,1309.7,pigeonpeas
32.0,49.8,18.0,22.0,66.6,6.8,1397.4,pigeonpeas
32.7,35.6,28.4,21.7,46.7,6.31,635.0,lentil
34.6,50.1,53.2,22.6,64.9,6.68,1288.2,kidneybeans
82.6,47.2,64.6,26.0,66.1,6.62,922.7,cotton
34.0,60.4,41.7,24.2,72.9,6.42,1584.7,kidneybeans
58.4,44.3,80.6,22.4,60.8,6.23,1709.0,orange
42.2,44.4,28.8,25.5,60.6,6.69,1247.9,pigeonpeas
141.3,43.6,118.5,22.8,81.3,6.48,1990.2,banana
10.7,27.3,27.2,23.8,28.6,7.46,607.6,mothbeans
29.4,59.3,37.9,23.1,55.6,6.35,1415.2,kidneybeans
36.4,49.1,49.7,29.7,69.4,6.51,1379.1,blackgram
62.6,37.8,93.5,35.7,75.6,6.49,2078.1,coconut
70.7,45.7,109.5,29.3,68.2,6.44,831.2,watermelon
116.0,44.2,54.3,31.4,84.6,5.96,3287.7,rice
86.1,45.2,69.6,25.2,76.1,5.84,2740.5,coffee
68.1,40.5,78.7,27.2,69.1,6.85,976.6,grapes
92.7,50.3,94.0,26.1,80.0,7.3,1831.8,banana
45.1,30.5,88.8,29.5,89.8,6.34,2689.1,coconut
76.7,38.8,96.7,22.5,72.0,5.93,2399.2,coffee
89.1,59.7,71.4,32.6,59.4,6.54,723.2,muskmelon
123.9,58.4,64.5,30.8,53.4,6.34,1063.0,cotton
35.7,57.0,28.7,19.5,46.5,6.43,827.2,lentil
37.4,56.7,41.5,24.4,51.3,7.37,1010.9,chickpea
63.3,43.6,107.3,20.9,77.2,6.25,2259.6,coffee
20.9,38.1,26.6,19.2,41.6,6.67,747.1,chickpea
66.8,42.3,64.4,19.3,59.6,6.34,1697.8,apple
31.1,72.5,43.2,19.7,64.9,6.63,1153.7,kidneybeans
112.5,65.2,77.4,27.9,85.3,6.38,3344.1,rice
20.5,33.6,27.8,24.0,63.1,6.41,1311.7,pigeonpeas
99.3,47.6,59.7,26.8,64.3,6.64,1060.1,maize
53.4,39.7,84.8,29.6,83.0,7.13,2638.4,coconut
103.8,46.2,36.8,11.4,68.6,6.65,787.3,wheat
28.7,39.8,42.2,29.8,71.5,6.78,774.8,mungbean
46.5,50.3,88.3,29.0,74.5,6.05,583.1,muskmelon
31.4,50.4,44.7,32.8,53.6,7.48,867.3,mungbean
53.0,39.0,75.9,31.3,69.5,6.28,1777.3,mango
39.4,31.1,38.2,21.6,63.1,7.2,757.3,mungbean
59.7,38.8,70.7,36.3,56.2,5.88,1684.9,mango
